veri,sehir,secmen,oy,gecerli_oy,sira,parti,alinan_bel,aday,oran,oy_2019,oran_2019,ilce
meclisi alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,294.651,,2.0,AK PARTI,4,,,,,
meclisi alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,263.085,,3.0,YENIDEN REFAH,2,,,,,
meclisi alınan ilçeler,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,20.951,,4.0,MHP,1,,,,,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,294.651,,1.0,AK PARTI,,,%33.47,445.713,%52.99,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,263.085,,2.0,YENIDEN REFAH,,,%29.88,0,%0.00,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,211.802,,3.0,DEM PARTI,,,%24.06,174.103,%20.70,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,20.951,,4.0,MHP,,,%2.38,18.948,%2.25,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,19.497,,5.0,CHP,,,%2.21,33.789,%4.02,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,18.505,,6.0,HÜDA PAR,,,%2.10,0,%0.00,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,10.724,,7.0,BÜYÜK BIRLIK,,,%1.22,4.500,%0.54,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,9.374,,8.0,SAADET,,,%1.06,118.092,%14.04,
il meclisi,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,6.937,,9.0,İYI PARTI,,,%0.79,13.760,%1.64,
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,26.277,,1.0,AK PARTI,,ABDÜLHAKİM AYHAN,%54.45,,,AKÇAKALE
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,22.072,,2.0,DEM PARTI,,MEHMET BEGİT,%54.39,,,BİRECİK
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,9.409,,3.0,DEM PARTI,,AYGÜL KAPIKAYALI,%36.96,,,BOZOVA
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,18.926,,4.0,DEM PARTI,,UĞUR KAHRAMAN,%46.54,,,CEYLANPINAR
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,7.971,,5.0,DEM PARTI,,MEHMET KARAYILAN,%39.45,,,HALFETİ
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,6.960,,6.0,DEM PARTI,,SERHAN PAYDAŞ,%33.20,,,HİLVAN
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,45.369,,7.0,AK PARTI,,ALİ MURAT BUCAK,%40.23,,,SİVEREK
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,24.000,,8.0,DEM PARTI,,AYTEN KAYA,%57.21,,,SURUÇ
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,44.512,,9.0,DEM PARTI,,SERHAT DİCLE İNAN,%51.70,,,VİRANŞEHİR
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,22.943,,10.0,MHP,,MAHMUT ÖZYAVUZ,%58.08,,,HARRAN
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,58.578,,11.0,AK PARTI,,MEHMET KUŞ,%41.57,,,EYYÜBİYE
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,61.118,,12.0,AK PARTI,,MEHMET CANPOLAT,%40.28,,,HALİLİYE
ilce,ŞANLIURFA BÜYÜKŞEHİR BELEDİYESİ,,47.916,,13.0,YENIDEN REFAH,,NİHAT ÇİFTÇİ,%41.03,,,KARAKÖPRÜ
şehir,ŞIRNAK BELEDİYESİ,49.934,40.604,37.900,,,,,,,,
belediye başkanlığı alınan ilçeler,ŞIRNAK BELEDİYESİ,,18.033,,1.0,AK PARTI,3,,,,,
belediye başkanlığı alınan ilçeler,ŞIRNAK BELEDİYESİ,,15.553,,2.0,DEM PARTI,3,,,,,
belediye başkanlığı alınan ilçeler,ŞIRNAK BELEDİYESİ,,825,,3.0,BÜYÜK BIRLIK,1,,,,,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,18.033,,1.0,AK PARTI,,MEHMET YARKA,%47.58,19.718,%61.72,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,15.553,,2.0,DEM PARTI,,TURAN SALTAN,%41.04,11.194,%35.04,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,1.528,,3.0,CHP,,ÖZLEM BARAN,%4.03,599,%1.88,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,1.257,,4.0,YENIDEN REFAH,,SABRİ TATAR,%3.32,0,%0.00,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,739,,5.0,HÜDA PAR,,MUSTAFA ÇİMEN,%1.95,0,%0.00,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,148,,6.0,BTP,,ABDULMUTTALİP ÖRPEK,%0.39,44,%0.14,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,141,,7.0,SAADET,,MÜCAHİT SANSUR,%0.37,270,%0.85,
belediye başkanlığı,ŞIRNAK BELEDİYESİ,,134,,8.0,DEVA PARTISI,,SEYFEDDİN NESLİNEBİ,%0.35,0,%0.00,
meclisi alınan ilçeler,ŞIRNAK BELEDİYESİ,,135.091,,1.0,DEM PARTI,4,,,,,
meclisi alınan ilçeler,ŞIRNAK BELEDİYESİ,,59.040,,2.0,AK PARTI,3,,,,,
il meclisi,ŞIRNAK BELEDİYESİ,,135.091,,1.0,DEM PARTI,,,%55.46,129.970,%57.53,
il meclisi,ŞIRNAK BELEDİYESİ,,59.040,,2.0,AK PARTI,,,%24.24,72.022,%31.88,
il meclisi,ŞIRNAK BELEDİYESİ,,13.973,,3.0,CHP,,,%5.74,5.327,%2.36,
il meclisi,ŞIRNAK BELEDİYESİ,,9.561,,4.0,GELECEK PARTISI,,,%3.93,0,%0.00,
il meclisi,ŞIRNAK BELEDİYESİ,,8.590,,5.0,HÜDA PAR,,,%3.53,0,%0.00,
il meclisi,ŞIRNAK BELEDİYESİ,,4.631,,6.0,YENIDEN REFAH,,,%1.90,0,%0.00,
il meclisi,ŞIRNAK BELEDİYESİ,,4.483,,7.0,ZAFER PARTISI,,,%1.84,0,%0.00,
il meclisi,ŞIRNAK BELEDİYESİ,,2.260,,8.0,MHP,,,%0.93,12.959,%5.74,
il meclisi,ŞIRNAK BELEDİYESİ,,1.296,,9.0,BTP,,,%0.53,349,%0.15,
ilce,ŞIRNAK BELEDİYESİ,,2.169,,1.0,AK PARTI,,KAMİL DÜRMÜŞ,%57.35,,,BEYTÜŞŞEBAP
ilce,ŞIRNAK BELEDİYESİ,,42.480,,2.0,DEM PARTI,,GÜLER YERBASAN,%72.88,,,CİZRE
ilce,ŞIRNAK BELEDİYESİ,,7.909,,3.0,DEM PARTI,,TÜRKAN KAYIR,%71.27,,,İDİL
ilce,ŞIRNAK BELEDİYESİ,,28.164,,4.0,DEM PARTI,,JİYAN ORMANLI,%62.91,,,SİLOPİ
ilce,ŞIRNAK BELEDİYESİ,,18.033,,5.0,AK PARTI,,MEHMET YARKA,%47.58,,,MERKEZ
ilce,ŞIRNAK BELEDİYESİ,,2.681,,6.0,AK PARTI,,GÜRGİN ÜREK,%47.63,,,ULUDERE
ilce,ŞIRNAK BELEDİYESİ,,825,,7.0,BÜYÜK BIRLIK,,SELAHATTİN AKTUĞ,%31.56,,,GÜÇLÜKONAK
şehir,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,872.507,678.798,653.726,,,,,,,,
belediye başkanlığı alınan ilçeler,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,328.571,,1.0,CHP,9,,,,,
belediye başkanlığı alınan ilçeler,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,232.671,,2.0,AK PARTI,2,,,,,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,328.571,,1.0,CHP,,CANDAN YÜCEER,%50.26,318.412,%51.21,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,232.671,,2.0,AK PARTI,,CÜNEYT YÜKSEL,%35.59,272.581,%43.84,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,22.992,,3.0,DEM PARTI,,SADİ ÖZDEMİR,%3.52,11.699,%1.88,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,22.116,,4.0,YENIDEN REFAH,,FİLTEKİN ŞEN,%3.38,0,%0.00,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,20.200,,5.0,İYI PARTI,,MEHMET İLKER ATASEVER,%3.09,0,%0.00,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,13.432,,6.0,ZAFER PARTISI,,FATİH ALTINTAŞ,%2.05,0,%0.00,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,2.427,,7.0,MEMLEKET,,BARIŞ TUNCA,%0.37,0,%0.00,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,2.396,,8.0,GELECEK PARTISI,,AHMET AKÇAY,%0.37,0,%0.00,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,1.501,,9.0,DSP,,İLHAN GÜZELGÜN,%0.23,7.008,%1.13,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,1.149,,10.0,BTP,,İLYAS SABANCI,%0.18,921,%0.15,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,992,,11.0,TKP,,EMİR AHMET ARDA,%0.15,1.044,%0.17,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,911,,12.0,HÜDA PAR,,CEMAL ÇINAR,%0.14,0,%0.00,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,835,,13.0,EMEP,,TUNCAY SAĞIROĞLU,%0.13,0,%0.00,
belediye başkanlığı,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,811,,14.0,DP,,ZAFER İNANDILAR,%0.12,2.258,%0.36,
meclisi alınan ilçeler,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,304.602,,1.0,CHP,9,,,,,
meclisi alınan ilçeler,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,201.088,,2.0,AK PARTI,2,,,,,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,304.602,,1.0,CHP,,,%47.02,290.820,%46.93,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,201.088,,2.0,AK PARTI,,,%31.04,247.936,%40.01,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,38.116,,3.0,İYI PARTI,,,%5.88,24.804,%4.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,26.799,,4.0,YENIDEN REFAH,,,%4.14,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,24.756,,5.0,DEM PARTI,,,%3.82,14.070,%2.27,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,16.935,,6.0,ZAFER PARTISI,,,%2.61,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,10.738,,7.0,MHP,,,%1.66,15.767,%2.54,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,3.511,,8.0,MEMLEKET,,,%0.54,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,3.499,,9.0,BÜYÜK BIRLIK,,,%0.54,6.511,%1.05,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,2.803,,10.0,DEVA PARTISI,,,%0.43,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,2.323,,11.0,TİP,,,%0.36,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,2.146,,12.0,DSP,,,%0.33,9.877,%1.59,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,2.040,,13.0,BTP,,,%0.31,708,%0.11,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,1.810,,14.0,SAADET,,,%0.28,5.827,%0.94,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,1.585,,15.0,GELECEK PARTISI,,,%0.24,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,1.153,,16.0,HÜDA PAR,,,%0.18,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,1.103,,17.0,TKP,,,%0.17,1.284,%0.21,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,623,,18.0,MILLET,,,%0.10,0,%0.00,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,471,,19.0,VATAN PARTISI,,,%0.07,747,%0.12,
il meclisi,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,421,,20.0,DP,,,%0.06,1.208,%0.19,
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,45.087,,1.0,CHP,,VAHAP AKAY,%43.22,,,ÇERKEZKÖY
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,76.500,,2.0,CHP,,AHMET SARIKURT,%48.65,,,ÇORLU
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,10.662,,3.0,CHP,,TUNCER BAŞOĞLU,%51.23,,,HAYRABOLU
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,17.673,,4.0,CHP,,NERGİZ KARAAĞAÇLI ÖZTÜRK,%50.10,,,MALKARA
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,10.422,,5.0,CHP,,VAROL TÜREL,%54.08,,,MURATLI
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,20.034,,6.0,CHP,,ABDÜL TAŞYASAN,%62.92,,,SARAY
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,8.679,,7.0,CHP,,ALPAY VAR,%39.64,,,ŞARKÖY
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,5.916,,8.0,CHP,,MUSTAFA ONUR BOZKURTER,%32.24,,,MARMARAEREĞLİSİ
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,68.243,,9.0,CHP,,VOLKAN NALLAR,%53.90,,,SÜLEYMANPAŞA
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,26.651,,10.0,AK PARTI,,MUSTAFA ÇETİN,%35.95,,,KAPAKLI
ilce,TEKIRDAĞ BÜYÜKŞEHİR BELEDİYESİ,,18.214,,11.0,AK PARTI,,MÜGE YILDIZ TOPAK,%45.59,,,ERGENE
şehir,TOKAT BELEDİYESİ,109.810,88.646,85.261,,,,,,,,
belediye başkanlığı alınan ilçeler,TOKAT BELEDİYESİ,,46.778,,1.0,MHP,7,,,,,
belediye başkanlığı alınan ilçeler,TOKAT BELEDİYESİ,,25.732,,2.0,AK PARTI,3,,,,,
belediye başkanlığı alınan ilçeler,TOKAT BELEDİYESİ,,7.980,,3.0,CHP,2,,,,,
belediye başkanlığı,TOKAT BELEDİYESİ,,46.778,,1.0,MHP,,MEHMET KEMAL YAZICIOĞLU,%54.86,23.297,%28.02,
belediye başkanlığı,TOKAT BELEDİYESİ,,25.732,,2.0,AK PARTI,,EYÜP EROĞLU,%30.18,40.581,%48.80,
belediye başkanlığı,TOKAT BELEDİYESİ,,7.980,,3.0,CHP,,MURAT YAZICI,%9.36,0,%0.00,
belediye başkanlığı,TOKAT BELEDİYESİ,,1.583,,4.0,YENIDEN REFAH,,MUHAMMED BAKİ GÜZEY,%1.86,0,%0.00,
belediye başkanlığı,TOKAT BELEDİYESİ,,1.101,,5.0,İYI PARTI,,HAKAN KARAGÖLLÜ,%1.29,17.012,%20.46,
belediye başkanlığı,TOKAT BELEDİYESİ,,918,,6.0,SAADET,,SELİM IŞIK,%1.08,1.740,%2.09,
belediye başkanlığı,TOKAT BELEDİYESİ,,366,,7.0,DEVA PARTISI,,SEDAT AY,%0.43,0,%0.00,
belediye başkanlığı,TOKAT BELEDİYESİ,,285,,8.0,MILLET,,HASAN AYDIN,%0.33,0,%0.00,
belediye başkanlığı,TOKAT BELEDİYESİ,,104,,9.0,DEM PARTI,,GÜLCE VİDİNLİ,%0.12,0,%0.00,
belediye başkanlığı,TOKAT BELEDİYESİ,,96,,10.0,BTP,,FATMA MUMCUOĞLU,%0.11,80,%0.10,
meclisi alınan ilçeler,TOKAT BELEDİYESİ,,121.527,,1.0,MHP,6,,,,,
meclisi alınan ilçeler,TOKAT BELEDİYESİ,,120.133,,2.0,AK PARTI,4,,,,,
meclisi alınan ilçeler,TOKAT BELEDİYESİ,,77.894,,3.0,CHP,2,,,,,
il meclisi,TOKAT BELEDİYESİ,,121.527,,1.0,MHP,,,%32.82,102.867,%27.41,
il meclisi,TOKAT BELEDİYESİ,,120.133,,2.0,AK PARTI,,,%32.45,159.816,%42.58,
il meclisi,TOKAT BELEDİYESİ,,77.894,,3.0,CHP,,,%21.04,73.276,%19.52,
il meclisi,TOKAT BELEDİYESİ,,15.932,,4.0,İYI PARTI,,,%4.30,25.802,%6.87,
il meclisi,TOKAT BELEDİYESİ,,15.225,,5.0,YENIDEN REFAH,,,%4.11,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,6.199,,6.0,BÜYÜK BIRLIK,,,%1.67,6.555,%1.75,
il meclisi,TOKAT BELEDİYESİ,,3.770,,7.0,TİP,,,%1.02,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,3.623,,8.0,SAADET,,,%0.98,5.546,%1.48,
il meclisi,TOKAT BELEDİYESİ,,1.318,,9.0,MILLET,,,%0.36,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,1.053,,10.0,BTP,,,%0.28,585,%0.16,
il meclisi,TOKAT BELEDİYESİ,,923,,11.0,DEVA PARTISI,,,%0.25,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,749,,12.0,ZAFER PARTISI,,,%0.20,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,544,,13.0,HÜDA PAR,,,%0.15,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,454,,14.0,SOL PARTI,,,%0.12,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,328,,15.0,VATAN PARTISI,,,%0.09,59,%0.02,
il meclisi,TOKAT BELEDİYESİ,,291,,16.0,DEM PARTI,,,%0.08,310,%0.08,
il meclisi,TOKAT BELEDİYESİ,,111,,17.0,GELECEK PARTISI,,,%0.03,0,%0.00,
il meclisi,TOKAT BELEDİYESİ,,80,,18.0,ANAP,,,%0.02,0,%0.00,
ilce,TOKAT BELEDİYESİ,,1.540,,1.0,MHP,,BEKİR ÖZER,%49.33,,,ALMUS
ilce,TOKAT BELEDİYESİ,,1.445,,2.0,AK PARTI,,ALİ GÜNER,%60.71,,,ARTOVA
ilce,TOKAT BELEDİYESİ,,21.589,,3.0,MHP,,ERTUĞRUL KARAGÖL,%52.02,,,ERBAA
ilce,TOKAT BELEDİYESİ,,7.034,,4.0,AK PARTI,,SEMİH TEPEBAŞI,%35.58,,,NİKSAR
ilce,TOKAT BELEDİYESİ,,3.029,,5.0,MHP,,ERGÜL ÜNAL,%54.16,,,REŞADİYE
ilce,TOKAT BELEDİYESİ,,46.778,,6.0,MHP,,MEHMET KEMAL YAZICIOĞLU,%54.86,,,MERKEZ
ilce,TOKAT BELEDİYESİ,,15.464,,7.0,CHP,,MEHMET ERDEM URAL,%40.95,,,TURHAL
ilce,TOKAT BELEDİYESİ,,7.299,,8.0,CHP,,ŞÜKRÜ SARGIN,%36.96,,,ZİLE
ilce,TOKAT BELEDİYESİ,,1.749,,9.0,MHP,,ŞERAFETTİN PERVANLAR,%50.23,,,PAZAR
ilce,TOKAT BELEDİYESİ,,1.787,,10.0,MHP,,MUHSİN YILMAZ,%50.93,,,YEŞİLYURT
ilce,TOKAT BELEDİYESİ,,1.283,,11.0,AK PARTI,,ŞABAN BOLAT,%50.16,,,BAŞÇİFTLİK
ilce,TOKAT BELEDİYESİ,,1.590,,12.0,MHP,,DAVUT KILIÇ,%56.91,,,SULUSARAY
şehir,TRABZON BÜYÜKŞEHİR BELEDİYESİ,619.603,484.232,456.134,,,,,,,,
belediye başkanlığı alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,234.839,,1.0,AK PARTI,11,,,,,
belediye başkanlığı alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,129.820,,2.0,CHP,2,,,,,
belediye başkanlığı alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,2.619,,3.0,MHP,2,,,,,
belediye başkanlığı alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,19.307,,4.0,İYI PARTI,1,,,,,
belediye başkanlığı alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,41.674,,5.0,YENIDEN REFAH,1,,,,,
belediye başkanlığı alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,6.484,,6.0,FUAT KOÇAL,1,,,,,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,234.839,,1.0,AK PARTI,,AHMET METİN GENÇ,%51.48,307.167,%64.61,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,129.820,,2.0,CHP,,HASAN SÜHA SARAL,%28.46,0,%0.00,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,41.674,,3.0,YENIDEN REFAH,,LOKMAN ÖZTÜRK,%9.14,0,%0.00,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,19.307,,4.0,İYI PARTI,,MUHAMMET ERKAN,%4.23,140.421,%29.53,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,10.857,,5.0,SAADET,,RECEP YAKUPHAN,%2.38,15.502,%3.26,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,7.461,,6.0,ZAFER PARTISI,,FERHAT TÜYSÜZ,%1.64,0,%0.00,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,4.329,,7.0,BTP,,ÖMER TURAN,%0.95,2.821,%0.59,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,1.226,,8.0,DEVA PARTISI,,SELÇUK KESKİN,%0.27,0,%0.00,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,812,,9.0,DSP,,UĞUR ERDEN,%0.18,2.117,%0.45,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,796,,10.0,AB PARTI,,RECEP KADI,%0.17,0,%0.00,
belediye başkanlığı,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,763,,11.0,DEM PARTI,,BEDRİYE ZIRIĞ,%0.17,0,%0.00,
meclisi alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,179.825,,1.0,AK PARTI,13,,,,,
meclisi alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,118.121,,2.0,CHP,2,,,,,
meclisi alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,10.713,,3.0,MHP,2,,,,,
meclisi alınan ilçeler,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,30.390,,4.0,İYI PARTI,1,,,,,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,179.825,,1.0,AK PARTI,,,%39.82,265.368,%56.42,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,118.121,,2.0,CHP,,,%26.15,87.499,%18.60,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,52.514,,3.0,YENIDEN REFAH,,,%11.63,0,%0.00,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,30.390,,4.0,İYI PARTI,,,%6.73,45.791,%9.73,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,18.466,,5.0,SAADET,,,%4.09,29.540,%6.28,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,10.713,,6.0,MHP,,,%2.37,11.864,%2.52,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,7.445,,7.0,ZAFER PARTISI,,,%1.65,0,%0.00,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,6.921,,8.0,DP,,,%1.53,5.746,%1.22,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,6.794,,9.0,BTP,,,%1.50,3.694,%0.79,
il meclisi,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,6.278,,10.0,BÜYÜK BIRLIK,,,%1.39,14.407,%3.06,
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,29.893,,1.0,AK PARTI,,OSMAN NURİ EKİM,%41.71,,,AKÇAABAT
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,10.930,,2.0,AK PARTI,,HÜSEYİN AVNİ COŞKUN ÇEBİ,%42.09,,,ARAKLI
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,10.166,,3.0,YENIDEN REFAH,,HAMZA BİLGİN,%51.46,,,ARSİN
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,4.064,,4.0,AK PARTI,,HANEFİ TOK,%43.49,,,ÇAYKARA
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,7.645,,5.0,AK PARTI,,KORAY KOÇHAN,%41.95,,,MAÇKA
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,11.925,,6.0,AK PARTI,,SALİM SALİH SARIALİOĞLU,%47.97,,,OF
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,6.509,,7.0,AK PARTI,,HÜSEYİN AZİZOĞLU,%43.81,,,SÜRMENE
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,3.967,,8.0,AK PARTI,,OSMAN BEŞEL,%43.04,,,TONYA
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,6.484,,9.0,FUAT KOÇAL,,FUAT KOÇAL,%38.21,,,VAKFIKEBİR
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,12.651,,10.0,İYI PARTI,,MUSTAFA BIYIK,%48.10,,,YOMRA
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,4.901,,11.0,CHP,,BURHAN CAHİT ERDEM,%34.17,,,BEŞİKDÜZÜ
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,2.619,,12.0,MHP,,REFİK KURUKIZ,%30.16,,,ŞALPAZARI
ilce,TRABZON BÜYÜKŞEHİR BELEDİYESİ,,3.451,,13.0,MHP,,AHMET KELEŞ,%33.55,,,ÇARŞIBAŞI
